task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank
332f06d7__0,332f06d7,Public Eval,0,9,7,0.7777777777777778,109.99344444444445,89.926,1.4444444444444444,1.0,0.7907307060302878,0.4311055113863534,0.24406867566076487,0.6190493892902488,2.5881789783007845,4.0,1.0,20.0,20.0,400.0,4.0,20.0,20.0,400.0,4.0,1.0,185.0
696d4842__0,696d4842,Public Train,0,9,7,0.7777777777777778,152.16488888888887,110.338,1.5555555555555556,1.0,0.790633940022248,0.4974341571264324,0.24235151291620344,0.6824720700540622,2.3398968257419943,3.0,1.0,20.0,20.0,400.0,5.0,20.0,20.0,400.0,5.0,1.0,186.0
1b59e163__0,1b59e163,Public Train,0,9,6,0.6666666666666666,134.20644444444443,126.074,0.8888888888888888,1.0,0.6794453865226249,0.4924165590082553,0.24091265126660574,0.781228526882755,2.9656892618027126,2.0,1.0,18.0,18.0,324.0,7.0,18.0,18.0,324.0,6.0,1.0,187.0
03560426__0,03560426,Public Train,0,9,6,0.6666666666666666,146.0917777777778,79.77,1.1111111111111112,1.0,0.679396901151827,0.4160724918250688,0.24008673090519042,0.7899998538379609,3.13156995135916,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,188.0
eee78d87__0,eee78d87,Public Eval,0,4,3,0.75,231.25375,227.50099999999998,1.25,1.0,0.7785774211068626,0.3302803910587193,0.23941559451962155,,,3.0,1.0,6.0,6.0,36.0,2.0,16.0,16.0,256.0,3.0,7.111111111111111,189.0
20a9e565__1,20a9e565,Public Eval,1,10,6,0.6,175.5807,216.887,1.9,2.0,0.6113903264653078,0.5574231268574545,0.23850484639067412,0.5668176398251678,1.9739642997331408,3.0,2.0,29.0,29.0,841.0,4.0,8.0,17.0,136.0,3.0,0.16171224732461356,190.0
cbebaa4b__0,cbebaa4b,Public Eval,0,7,4,0.5714285714285714,282.59499999999997,237.711,0.5714285714285714,1.0,0.5872219927688082,1.0384928287961883,0.2318273136924071,-0.7083933198238783,0.06046190028830356,2.0,2.0,26.0,26.0,676.0,8.0,26.0,26.0,676.0,8.0,1.0,191.0
195c6913__0,195c6913,Public Eval,0,5,3,0.6,158.172,154.033,2.8,1.0,0.6215255045055895,0.5575913411438504,0.2259786938019061,0.382105844013483,2.074304024200867,3.0,2.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,7.0,1.0,192.0
142ca369__0,142ca369,Public Eval,0,5,3,0.6,208.81259999999997,177.867,1.2,1.0,0.620467991791412,0.644337644644777,0.21542354192036028,0.47957868271716353,1.179129047860332,3.0,2.0,18.0,18.0,324.0,8.0,18.0,18.0,324.0,8.0,1.0,193.0
a04b2602__0,a04b2602,Public Train,0,9,6,0.6666666666666666,257.5041111111111,143.802,3.111111111111111,3.0,0.6779927945581056,0.36462977006551134,0.2147440784740985,0.7764401782498463,2.474814815239374,3.0,1.0,16.0,27.0,432.0,3.0,16.0,27.0,432.0,4.0,1.0,194.0
6cbe9eb8__0,6cbe9eb8,Public Train,0,9,7,0.7777777777777778,214.29555555555555,197.724,1.8888888888888888,1.0,0.7887240837849674,0.19461207315873563,0.20797117344717414,0.8906258735641724,3.9451796569148674,3.0,1.0,19.0,27.0,513.0,7.0,15.0,13.0,195.0,5.0,0.38011695906432746,195.0
7e02026e__0,7e02026e,Public Train,0,8,5,0.625,155.554125,133.961,1.75,2.0,0.6367789201197775,0.6842306708760848,0.1994610927083354,0.6040798656444665,1.889563015837922,3.0,1.0,12.0,12.0,144.0,2.0,12.0,12.0,144.0,3.0,1.0,196.0
db695cfb__0,db695cfb,Public Eval,0,9,5,0.5555555555555556,278.4845555555555,292.141,3.3333333333333335,3.0,0.5652508009200103,0.5873262416697617,0.18513568626155003,0.6307546966507245,1.673812138742918,5.0,1.0,25.0,21.0,525.0,3.0,25.0,21.0,525.0,3.0,1.0,197.0
50f325b5__0,50f325b5,Public Train,0,9,7,0.7777777777777778,120.56333333333333,110.123,2.2222222222222223,2.0,0.7873687267952818,0.2875760509002416,0.18352160264872192,0.845061605872343,2.9600775604798324,4.0,1.0,16.0,17.0,272.0,6.0,16.0,17.0,272.0,6.0,1.0,198.0
9841fdad__0,9841fdad,Public Train,0,9,8,0.8888888888888888,87.465,71.117,0.8888888888888888,1.0,0.8981151358078012,0.47845884365251706,0.17698697898837962,-0.2202506382086571,1.2539221935427143,2.0,1.0,12.0,26.0,312.0,6.0,12.0,26.0,312.0,6.0,1.0,199.0
6ffe8f07__1,6ffe8f07,Public Train,1,9,7,0.7777777777777778,133.84377777777777,117.632,1.7777777777777777,2.0,0.7866033660037632,0.3495315720690264,0.16967761988137509,0.7630461917948663,2.391940826416688,4.0,2.0,19.0,19.0,361.0,4.0,19.0,19.0,361.0,5.0,1.0,200.0
73ccf9c2__0,73ccf9c2,Public Train,0,9,7,0.7777777777777778,120.33866666666667,94.365,2.3333333333333335,2.0,0.7865491861819215,0.47311905621785616,0.16879869841751624,0.18944164876632538,1.7011409170346168,3.0,1.0,22.0,22.0,484.0,2.0,7.0,5.0,35.0,2.0,0.07231404958677685,201.0
c3fa4749__1,c3fa4749,Public Train,1,9,7,0.7777777777777778,195.95877777777778,160.686,2.2222222222222223,1.0,0.7857801254249579,1.8420175832604713,0.15488628607089075,-0.28712754344137403,-0.3434543944328633,3.0,2.0,30.0,30.0,900.0,10.0,30.0,30.0,900.0,10.0,1.0,202.0
d8e07eb2__0,d8e07eb2,Public Eval,0,10,7,0.7,214.69359999999998,238.64499999999998,2.5,3.0,0.7069525693708807,0.8636251979431414,0.14963245268183717,0.10187103466553919,0.6972606238216885,5.0,2.0,30.0,22.0,660.0,9.0,30.0,22.0,660.0,10.0,1.0,203.0
3dc255db__0,3dc255db,Public Eval,0,8,7,0.875,167.849125,163.95350000000002,3.375,3.5,0.8828610515217531,0.5295924693492625,0.13663467555009748,0.16098347168111868,1.113853973508793,3.0,1.0,12.0,13.0,156.0,6.0,12.0,13.0,156.0,6.0,1.0,204.0
a2d730bd__0,a2d730bd,Public Train,0,9,7,0.7777777777777778,288.3931111111111,145.469,1.5555555555555556,1.0,0.784425409231734,1.1120777161748128,0.13049951810164745,0.3344344312040233,0.790899375868857,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,4.0,1.0,205.0
b7cb93ac__0,b7cb93ac,Public Train,0,9,6,0.6666666666666666,83.26677777777778,59.373,1.2222222222222223,1.0,0.6729559356456618,0.15158680679580483,0.12409754614357356,0.9518934391236877,4.0652187672311175,3.0,1.0,10.0,10.0,100.0,4.0,3.0,4.0,12.0,3.0,0.12,206.0
9c56f360__0,9c56f360,Public Train,0,9,7,0.7777777777777778,94.69855555555556,74.461,1.4444444444444444,1.0,0.783954430682528,1.0677714002791465,0.12202099370458208,-0.252962820795698,0.19574077471846452,3.0,1.0,9.0,9.0,81.0,3.0,9.0,9.0,81.0,3.0,1.0,207.0
afe3afe9__0,afe3afe9,Public Train,0,10,8,0.8,136.168,111.899,1.1,1.0,0.8055230492483995,0.587666710554011,0.12108265933189823,0.44861135374755934,0.9780800738858195,3.0,1.0,30.0,30.0,900.0,5.0,6.0,7.0,42.0,4.0,0.04666666666666667,208.0
4c177718__1,4c177718,Public Train,1,9,8,0.8888888888888888,164.39711111111112,163.11200000000002,1.6666666666666667,1.0,0.8949966643000619,0.3992095519981888,0.120842958914311,0.32762767915555174,1.5528398161321233,4.0,2.0,15.0,15.0,225.0,5.0,9.0,15.0,135.0,3.0,0.6,209.0
2c181942__0,2c181942,Public Eval,0,9,7,0.7777777777777778,308.9555555555555,171.66,2.4444444444444446,2.0,0.7836171095151864,0.5145611400694015,0.11596400545333682,0.5557072794817725,1.4218023083161135,3.0,1.0,24.0,26.0,624.0,6.0,24.0,26.0,624.0,5.0,1.0,210.0
753ea09b__0,753ea09b,Public Train,0,9,7,0.7777777777777778,81.43644444444445,82.297,0.8888888888888888,1.0,0.7828593126154867,1.3406950612395179,0.10244453938599607,0.3128102613610651,0.9533306223647848,3.0,1.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,3.0,1.0,211.0
2f0c5170__0,2f0c5170,Public Train,0,9,6,0.6666666666666666,189.33344444444444,108.067,2.4444444444444446,2.0,0.6710787482163643,0.2711208199714551,0.09028994791651741,0.9010951436146143,2.818815278098992,3.0,1.0,19.0,19.0,361.0,4.0,7.0,9.0,63.0,3.0,0.1745152354570637,212.0
cb2d8a2c__1,cb2d8a2c,Public Eval,1,9,6,0.6666666666666666,234.9801111111111,171.891,2.0,2.0,0.670965271081089,0.6405451883787758,0.0881963568841811,0.6119492069482908,1.4700851265746018,4.0,2.0,29.0,16.0,464.0,4.0,29.0,16.0,464.0,3.0,1.0,213.0
d6542281__1,d6542281,Public Train,1,9,7,0.7777777777777778,179.233,75.273,2.3333333333333335,1.0,0.7818564117160272,0.16736467992534282,0.08436104148795956,0.9750418770587461,3.6177668423880958,3.0,2.0,23.0,23.0,529.0,6.0,23.0,23.0,529.0,6.0,1.0,214.0
d5c634a2__1,d5c634a2,Public Train,1,9,7,0.7777777777777778,229.35999999999999,108.006,6.0,1.0,0.7815547080652977,0.4060676920098498,0.07885974783116147,0.743495619412082,2.478767717986373,7.0,2.0,10.0,9.0,90.0,2.0,3.0,6.0,18.0,3.0,0.2,215.0
5b692c0f__0,5b692c0f,Public Train,0,9,6,0.6666666666666666,252.17044444444446,156.648,1.1111111111111112,1.0,0.6699325358626003,0.6077055580572724,0.06976420792900745,0.624389261548421,2.2787274241474056,2.0,1.0,24.0,28.0,672.0,6.0,24.0,28.0,672.0,6.0,1.0,216.0
5adee1b2__0,5adee1b2,Public Train,0,9,6,0.6666666666666666,355.38855555555557,237.618,2.2222222222222223,2.0,0.669900097470444,0.8911463713895862,0.06901533819127831,0.30375414914288384,1.9669127427795454,2.0,1.0,26.0,26.0,676.0,5.0,26.0,26.0,676.0,5.0,1.0,217.0
65b59efc__0,65b59efc,Public Eval,0,4,3,0.75,282.49175,249.68150000000003,0.75,1.0,0.7544726582088044,0.5537307743775879,0.046610479277782085,,,3.0,2.0,16.0,30.0,480.0,9.0,25.0,25.0,625.0,5.0,1.3020833333333333,218.0
de809cff__0,de809cff,Public Eval,0,10,8,0.8,335.6154,319.3675,1.7,2.0,0.801697178946218,0.5861427207163035,0.04464869598988364,0.4135825791764874,1.2144887388851324,2.0,1.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,4.0,1.0,219.0
b457fec5__0,b457fec5,Public Train,0,9,6,0.6666666666666666,477.05455555555557,331.537,3.6666666666666665,4.0,0.6682977621317313,0.36233811650821396,0.040247682261521325,0.7448387061456117,2.740807952507477,3.0,1.0,27.0,23.0,621.0,6.0,27.0,23.0,621.0,5.0,1.0,220.0
446ef5d2__0,446ef5d2,Public Eval,0,4,3,0.75,467.71950000000004,554.9695,1.0,1.0,0.7533618018707614,0.9989846126036984,0.03755026753346902,,,2.0,2.0,26.0,26.0,676.0,6.0,26.0,26.0,676.0,5.0,1.0,221.0
896d5239__0,896d5239,Public Train,0,9,7,0.7777777777777778,233.47788888888888,269.824,2.4444444444444446,2.0,0.7791260929954426,0.24563588911356682,0.035051049355543845,0.9067476003796795,2.7502263471249053,3.0,1.0,15.0,18.0,270.0,3.0,15.0,18.0,270.0,4.0,1.0,222.0
7ed72f31__1,7ed72f31,Public Eval,1,9,6,0.6666666666666666,405.51866666666666,314.046,3.111111111111111,3.0,0.6676778844623201,0.3607259302655295,0.029007022752314024,0.8029910980873515,2.200506264305515,2.0,2.0,28.0,28.0,784.0,6.0,28.0,28.0,784.0,6.0,1.0,223.0
a6f40cea__0,a6f40cea,Public Eval,0,4,3,0.75,257.99775,223.2975,2.75,2.5,0.7515260168864542,0.2998301894743919,0.022997896038344817,,,3.0,1.0,24.0,24.0,576.0,8.0,8.0,10.0,80.0,5.0,0.1388888888888889,224.0
8e5c0c38__1,8e5c0c38,Public Eval,1,9,6,0.6666666666666666,170.84755555555554,151.449,2.111111111111111,2.0,0.6672244680603859,0.5201143055530766,0.020639699887722792,0.835225469223087,1.4399160623412348,2.0,2.0,22.0,22.0,484.0,4.0,22.0,22.0,484.0,4.0,1.0,225.0
581f7754__1,581f7754,Public Eval,1,5,3,0.6,176.0822,142.238,1.0,1.0,0.599959389186394,0.6573727810514859,0.010444982068074177,0.09575750679980545,0.9049939715794162,3.0,2.0,11.0,22.0,242.0,5.0,11.0,22.0,242.0,5.0,1.0,226.0
4e45f183__0,4e45f183,Public Train,0,9,7,0.7777777777777778,253.26088888888887,181.054,1.5555555555555556,1.0,0.7770118108684285,0.5413274621859139,-0.002787194229400068,0.4504501752191759,1.756277203817556,3.0,1.0,19.0,19.0,361.0,3.0,19.0,19.0,361.0,3.0,1.0,227.0
f8f52ecc__1,f8f52ecc,Public Train,1,9,6,0.6666666666666666,140.21366666666665,119.992,2.111111111111111,1.0,0.6658854822926207,0.18909892120527877,-0.0031219188461934153,0.9542569548401494,3.567168877913579,3.0,2.0,12.0,12.0,144.0,8.0,12.0,12.0,144.0,8.0,1.0,228.0
dc2e9a9d__0,dc2e9a9d,Public Train,0,9,7,0.7777777777777778,148.25588888888888,122.568,2.0,1.0,0.7768021010835052,0.129670185127759,-0.006680728016805354,0.9883329497632134,3.8365562581800674,3.0,1.0,28.0,29.0,812.0,2.0,28.0,29.0,812.0,4.0,1.0,229.0
0a2355a6__0,0a2355a6,Public Train,0,9,8,0.8888888888888888,172.54933333333332,129.731,1.3333333333333333,1.0,0.887837748551624,0.5635391387398021,-0.00799202337263621,0.26529426941800394,0.9322929634852473,4.0,1.0,15.0,17.0,255.0,2.0,15.0,17.0,255.0,5.0,1.0,230.0
d282b262__0,d282b262,Public Train,0,10,9,0.9,119.27149999999999,107.0205,1.3,1.0,0.8973477724333453,0.6779129016214632,-0.042223427023833075,-0.2572509209656754,0.653771680939215,3.0,1.0,15.0,15.0,225.0,9.0,15.0,15.0,225.0,9.0,1.0,231.0
9def23fe__0,9def23fe,Public Train,0,8,7,0.875,173.85025000000002,139.15750000000003,2.625,2.0,0.8711880232241423,0.6859887258245281,-0.05004176310546097,0.07112198467122814,0.7774495086531781,3.0,1.0,20.0,20.0,400.0,3.0,20.0,20.0,400.0,3.0,1.0,232.0
95755ff2__0,95755ff2,Public Train,0,10,7,0.7,148.2105,130.5765,1.6,1.0,0.6969449929932957,0.6038274111547657,-0.05044611119659015,0.3696553633398314,1.177098451646435,3.0,1.0,11.0,11.0,121.0,8.0,11.0,11.0,121.0,8.0,1.0,233.0
16de56c4__0,16de56c4,Public Eval,0,4,3,0.75,646.377,729.8865000000001,1.25,1.0,0.741986825552606,0.6281369804271921,-0.05332324831879655,,,3.0,2.0,9.0,21.0,189.0,9.0,9.0,21.0,189.0,8.0,1.0,234.0
642248e4__0,642248e4,Public Train,0,8,6,0.75,96.2115,64.4135,1.5,1.0,0.7456520338069612,1.0511705195783032,-0.05858786151117609,0.20606603610180016,1.983591731567099,3.0,1.0,16.0,18.0,288.0,4.0,16.0,18.0,288.0,4.0,1.0,235.0
800d221b__0,800d221b,Public Eval,0,9,7,0.7777777777777778,218.00122222222222,183.54,1.6666666666666667,2.0,0.7735172431788562,0.46549146553591264,-0.06607386160676836,0.7490420662349114,1.4969592506831446,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,4.0,1.0,236.0
d017b73f__0,d017b73f,Public Train,0,9,7,0.7777777777777778,213.87155555555557,204.291,2.111111111111111,2.0,0.7734966911447776,1.411426823463004,-0.06612031379781702,-0.3093300135545277,0.06549351829108652,4.0,1.0,3.0,11.0,33.0,5.0,3.0,8.0,24.0,5.0,0.7272727272727273,237.0
db7260a4__0,db7260a4,Public Train,0,9,7,0.7777777777777778,111.83477777777779,88.999,4.333333333333333,2.0,0.7734052843415665,0.6703940354335338,-0.06785187911443198,0.24605301506169694,0.9641492400846035,5.0,1.0,10.0,10.0,100.0,3.0,10.0,10.0,100.0,3.0,1.0,238.0
99306f82__0,99306f82,Public Train,0,9,8,0.8888888888888888,164.74033333333333,117.343,1.3333333333333333,1.0,0.8844374817743881,0.5599748893629721,-0.06921906936205584,-0.07009139341581076,0.9248278669095831,3.0,1.0,20.0,20.0,400.0,7.0,20.0,20.0,400.0,7.0,1.0,239.0
78332cb0__1,78332cb0,Public Eval,1,9,8,0.8888888888888888,313.6327777777778,341.656,1.8888888888888888,2.0,0.8842190006814241,0.6458574374498074,-0.07337918989827404,-0.008434350921459319,0.6604705763551444,3.0,2.0,23.0,5.0,115.0,4.0,23.0,5.0,115.0,4.0,1.0,240.0
2a5f8217__0,2a5f8217,Public Train,0,9,7,0.7777777777777778,152.8466666666667,129.237,1.5555555555555556,1.0,0.773036275361677,1.441939894548623,-0.07443409703458623,-0.23583133251119726,0.07143500426900903,3.0,1.0,13.0,13.0,169.0,6.0,13.0,13.0,169.0,5.0,1.0,241.0
6350f1f4__0,6350f1f4,Public Train,0,9,7,0.7777777777777778,215.6928888888889,172.455,1.3333333333333333,1.0,0.773008201077027,0.3138396194670569,-0.07511634778093407,0.7718459548044371,2.396639088406342,4.0,1.0,19.0,19.0,361.0,4.0,19.0,19.0,361.0,3.0,1.0,242.0
a395ee82__0,a395ee82,Public Eval,0,9,8,0.8888888888888888,284.1393333333333,264.16,1.6666666666666667,1.0,0.8840046469854311,0.8097053893845453,-0.07695472412344091,-0.02849530066844544,0.41313905068636464,3.0,1.0,22.0,22.0,484.0,3.0,22.0,22.0,484.0,3.0,1.0,243.0
963f59bc__0,963f59bc,Public Train,0,9,7,0.7777777777777778,171.3301111111111,161.921,1.7777777777777777,1.0,0.7726586371081736,0.7720037265297828,-0.08118503366619839,0.3071277027779031,0.9887171272049184,4.0,1.0,14.0,16.0,224.0,4.0,14.0,16.0,224.0,4.0,1.0,244.0
c1990cce__0,c1990cce,Public Train,0,8,6,0.75,242.94325,272.127,3.25,2.0,0.7436872893134346,0.3907956085929264,-0.08996634093659861,0.7272476597633931,2.9837672703526086,3.0,1.0,1.0,17.0,17.0,2.0,17.0,17.0,289.0,3.0,17.0,245.0
ecaa0ec1__0,ecaa0ec1,Public Train,0,9,8,0.8888888888888888,209.0458888888889,119.977,3.2222222222222223,2.0,0.8828784018951072,0.35902054634581093,-0.09729900086828928,0.5459037734528724,1.5876633080417903,4.0,1.0,11.0,11.0,121.0,4.0,11.0,11.0,121.0,4.0,1.0,246.0
aa4ec2a5__0,aa4ec2a5,Public Eval,0,10,8,0.8,189.0663,173.98,1.7,1.0,0.7944350445367117,0.6868025149985683,-0.10066727933195434,0.22763543309559273,0.7711276229869091,3.0,1.0,26.0,27.0,702.0,2.0,26.0,27.0,702.0,5.0,1.0,247.0
456873bc__0,456873bc,Public Train,0,9,7,0.7777777777777778,254.50222222222223,182.296,2.4444444444444446,2.0,0.7713116548936276,0.24712236239848215,-0.1054409326916216,0.8268419695546788,2.7540087758001657,3.0,1.0,19.0,19.0,361.0,3.0,19.0,19.0,361.0,3.0,1.0,248.0
4c3d4a41__0,4c3d4a41,Public Eval,0,4,3,0.75,201.06775000000002,89.456,1.25,1.0,0.7345932265196324,0.22899329399238616,-0.11251365275018567,,,2.0,2.0,8.0,20.0,160.0,6.0,8.0,20.0,160.0,6.0,1.0,249.0
d4c90558__0,d4c90558,Public Train,0,8,6,0.75,84.43725,90.219,0.75,1.0,0.7419300876380726,0.37918841679244475,-0.118185193155678,0.7506492532044686,2.1676757519773844,3.0,1.0,21.0,21.0,441.0,5.0,3.0,8.0,24.0,4.0,0.05442176870748299,250.0
d4b1c2b1__0,d4b1c2b1,Public Train,0,9,7,0.7777777777777778,202.9781111111111,150.271,1.7777777777777777,1.0,0.770344318934677,0.1509429354275946,-0.1228451506022382,0.9334819376304618,4.119613645474321,7.0,1.0,3.0,3.0,9.0,5.0,15.0,15.0,225.0,5.0,25.0,251.0
e619ca6e__0,e619ca6e,Public Train,0,9,6,0.6666666666666666,156.36599999999999,103.097,1.5555555555555556,1.0,0.6589924231187897,0.3526119835748551,-0.12722536025982673,0.7252742741010414,3.733949183875298,3.0,1.0,29.0,28.0,812.0,2.0,29.0,28.0,812.0,2.0,1.0,252.0
dd6b8c4b__0,dd6b8c4b,Public Eval,0,5,4,0.8,224.89079999999998,103.689,1.4,1.0,0.7861409375037807,0.4367889307034754,-0.12788503218307834,0.33157770400172837,1.5603587709934374,3.0,2.0,11.0,11.0,121.0,5.0,11.0,11.0,121.0,4.0,1.0,253.0
cf133acc__0,cf133acc,Public Train,0,9,8,0.8888888888888888,93.50166666666667,79.203,1.5555555555555556,1.0,0.8809634529413499,0.26140441557552674,-0.13167718813545012,0.7415804273205078,2.085563253910982,3.0,1.0,15.0,15.0,225.0,8.0,15.0,15.0,225.0,8.0,1.0,254.0
c64f1187__0,c64f1187,Public Train,0,9,7,0.7777777777777778,140.7352222222222,95.781,1.0,1.0,0.7696051262090232,0.12304147161133258,-0.13619068354406488,0.9843427811300063,3.9466117169336163,2.0,1.0,20.0,18.0,360.0,7.0,11.0,11.0,121.0,5.0,0.33611111111111114,255.0
20a9e565__0,20a9e565,Public Eval,0,7,5,0.7142857142857143,304.9858571428571,332.943,3.0,2.0,0.7037681626330763,0.5020985413716214,-0.1365107786513413,0.6862486699369076,2.4643809335797173,3.0,2.0,30.0,30.0,900.0,4.0,2.0,21.0,42.0,2.0,0.04666666666666667,256.0
ac0c5833__0,ac0c5833,Public Train,0,9,8,0.8888888888888888,199.32077777777778,119.437,0.8888888888888888,1.0,0.8803819753019769,0.6337511582811431,-0.14221916194090062,0.060106905986742724,0.6937703029022881,3.0,1.0,27.0,27.0,729.0,3.0,27.0,27.0,729.0,3.0,1.0,257.0
5e6bbc0b__0,5e6bbc0b,Public Train,0,9,7,0.7777777777777778,154.9927777777778,75.702,1.7777777777777777,1.0,0.7688721486302801,0.5344506075613766,-0.14943403721192222,0.5797938353473179,2.7338519125697625,4.0,1.0,5.0,5.0,25.0,3.0,5.0,5.0,25.0,4.0,1.0,258.0
e681b708__0,e681b708,Public Train,0,9,8,0.8888888888888888,178.75677777777776,149.543,1.4444444444444444,1.0,0.8798292873458307,1.3206697300883372,-0.15212466312629538,-0.2634644831122776,-0.0748474753182996,3.0,1.0,26.0,26.0,676.0,6.0,26.0,26.0,676.0,6.0,1.0,259.0
e9bb6954__0,e9bb6954,Public Train,0,9,8,0.8888888888888888,177.92522222222223,192.754,1.7777777777777777,1.0,0.8796274749928994,0.6646927271127048,-0.15572056733149328,-0.12110651785525631,0.8234509756945806,4.0,1.0,19.0,19.0,361.0,10.0,19.0,19.0,361.0,9.0,1.0,260.0
9aaea919__0,9aaea919,Public Eval,0,9,8,0.8888888888888888,128.187,85.172,2.888888888888889,2.0,0.8794837141839387,0.2716050994794188,-0.1583010273510745,0.6467684430851371,2.149409517372553,3.0,1.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,4.0,1.0,261.0
bf32578f__0,bf32578f,Public Train,0,10,7,0.7,90.9597,57.198,1.4,1.0,0.6911391737619891,0.6827273705710413,-0.16653840042708284,0.4918811428982044,1.1957394328284985,3.0,1.0,8.0,8.0,64.0,2.0,8.0,8.0,64.0,2.0,1.0,262.0
83eb0a57__0,83eb0a57,Public Train,0,8,7,0.875,227.34125,122.858,1.75,1.0,0.8636766063610964,0.3893522146597094,-0.17028666898740427,-0.22844719023539356,1.6996837049010927,3.0,1.0,30.0,30.0,900.0,5.0,10.0,10.0,100.0,4.0,0.1111111111111111,263.0
e5c44e8f__0,e5c44e8f,Public Train,0,9,8,0.8888888888888888,84.42122222222223,82.725,1.4444444444444444,1.0,0.8786964611195781,0.4790635514274654,-0.17252757356344048,0.21410621718184758,1.0832916868878026,3.0,1.0,11.0,11.0,121.0,3.0,11.0,11.0,121.0,3.0,1.0,264.0
ac3e2b04__0,ac3e2b04,Public Train,0,9,8,0.8888888888888888,220.76644444444446,153.063,2.0,1.0,0.878495283916008,0.28070708767046815,-0.17622645955586919,0.3623893599138336,2.1895609352440975,4.0,1.0,16.0,18.0,288.0,3.0,16.0,18.0,288.0,4.0,1.0,265.0
fd4b2b02__0,fd4b2b02,Public Train,0,9,8,0.8888888888888888,125.55444444444444,72.996,1.1111111111111112,1.0,0.8783920846730916,0.21624650231594778,-0.1780205960554228,0.6873900096712722,2.5418211512506534,3.0,1.0,16.0,16.0,256.0,2.0,16.0,16.0,256.0,3.0,1.0,266.0
93c31fbe__0,93c31fbe,Public Train,0,9,7,0.7777777777777778,262.8926666666667,188.73,1.3333333333333333,1.0,0.7671284820315631,0.4450218583137748,-0.18105677815655213,0.5551991687003306,1.66902700654055,3.0,1.0,26.0,28.0,728.0,3.0,26.0,28.0,728.0,3.0,1.0,267.0
cfb2ce5a__0,cfb2ce5a,Public Train,0,9,7,0.7777777777777778,158.91400000000002,119.822,1.2222222222222223,1.0,0.7648443618889414,0.18362579612729557,-0.22179024612184145,0.9394044256822097,3.377220111150387,3.0,1.0,10.0,10.0,100.0,8.0,10.0,10.0,100.0,8.0,1.0,268.0
981571dc__0,981571dc,Public Eval,0,9,7,0.7777777777777778,196.98566666666667,181.522,1.1111111111111112,1.0,0.7647068404387724,0.440473575691422,-0.22458464254779506,0.5980190183610236,1.582887650244689,4.0,1.0,30.0,30.0,900.0,10.0,30.0,30.0,900.0,9.0,1.0,269.0
fe9372f3__0,fe9372f3,Public Train,0,9,7,0.7777777777777778,181.50433333333334,161.504,1.2222222222222223,1.0,0.7643548314016163,0.7392023316719575,-0.2306711881548352,0.3616789327454486,1.6485318942294023,2.0,1.0,30.0,17.0,510.0,2.0,30.0,17.0,510.0,5.0,1.0,270.0
b74ca5d1__0,b74ca5d1,Public Train,0,2,2,1.0,393.902,393.902,1.0,1.0,0.937584195047305,0.06685084342572459,-0.23910044192936913,,,3.0,2.0,30.0,30.0,900.0,8.0,30.0,30.0,900.0,8.0,1.0,271.0
5b37cb25__0,5b37cb25,Public Train,0,9,7,0.7777777777777778,170.9098888888889,81.475,1.2222222222222223,1.0,0.7636674278246176,0.1441912268521677,-0.24308642761873422,0.9590356656082849,3.8244853930203995,2.0,1.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,7.0,1.0,272.0
5d588b4d__1,5d588b4d,Public Train,1,10,8,0.8,134.8098,126.93099999999998,1.3,1.0,0.7871068770084177,0.30445820422873326,-0.24722911186980628,0.7447642963243001,2.4642753575338308,4.0,2.0,7.0,10.0,70.0,2.0,7.0,10.0,70.0,2.0,1.0,273.0
981add89__0,981add89,Public Train,0,9,6,0.6666666666666666,194.89433333333332,183.318,1.7777777777777777,1.0,0.6519276718879956,1.0911575818024621,-0.2546635902770451,0.19556101339932103,0.8408804293848633,2.0,1.0,30.0,30.0,900.0,6.0,30.0,30.0,900.0,6.0,1.0,274.0
6e453dd6__0,6e453dd6,Public Eval,0,4,3,0.75,208.0405,127.433,2.0,1.5,0.71678484701196,0.6534945424501637,-0.2550754750894821,,,3.0,1.0,25.0,12.0,300.0,3.0,25.0,12.0,300.0,4.0,1.0,275.0
f45f5ca7__0,f45f5ca7,Public Train,0,9,8,0.8888888888888888,135.73677777777777,73.107,1.3333333333333333,1.0,0.8738569807201558,0.4604129978533643,-0.2596271393923037,0.19502829073090444,1.1473015220707263,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,276.0
